beian_hao,product_name,strategy_l1,strategy_l2,manager,inception_date,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,sharpe_1y,calmar_1y,perf_filled_count,source_files,in_database,in_private_fund_info,in_private_fund_info_bfl,has_nav,db_product_name,db_latest_nav,db_latest_nav_date,vendor_nav_points,vendor_latest_nav_date,email_type6_nav_points,email_group_nav_points,email_hy_nav_points,in_fof99_universe,fof99_tracking_status,fof99_policy,fof99_reason,fof99_last_ok_date,fof99_last_log_status,in_team_track
SQH418,富励业长江1号宏观量化,期货策略,量化期货,上海富励业,2021-04-13,+1.98%,+1.78%,+3.24%,+2.85%,+1.69%,-0.0282,0.2116,7,私募基金.xlsx,Y,Y,Y,Y,富励业长江1号宏观量化,1.083000,2026-09-07,396,2026-09-07,0,43,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-07,ok,Y
SQH626,金和晟龙渊宏观对冲2号,多资产策略,宏观策略,上海金和晟,2021-04-15,+1.62%,+5.63%,-2.18%,-7.61%,-2.81%,-0.2523,-0.1409,7,私募基金 (3).xlsx,Y,Y,N,Y,金和晟龙渊宏观对冲2号,1.460900,2026-09-04,487,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQH979,明实元择系统性宏观,多资产策略,宏观策略,平潭明实,2021-04-15,+1.65%,+6.71%,-2.97%,-3.89%,+43.33%,1.7446,3.2121,7,私募基金 (3).xlsx,Y,Y,Y,Y,明实元择系统性宏观,1.468100,2026-09-04,283,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,Y
SQJ487,明晟东诚旭日1期1号主动式FOF,组合策略,FOF,北京明晟东诚,2021-05-07,-1.02%,-3.13%,-2.82%,+2.14%,+15.09%,0.4660,0.9078,7,私募基金 (4).xlsx,Y,Y,N,Y,明晟东诚旭日1期1号主动式FOF,1.116700,2026-09-04,303,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQJ677,维引维港新机遇,期货策略,量化期货,杭州维引资管,2021-04-20,-0.15%,+1.70%,-3.09%,+0.56%,+7.75%,0.3631,1.0368,7,私募基金.xlsx,Y,Y,N,Y,维引维港新机遇,2.487900,2026-09-04,299,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQJ794,南传安盈精选,组合策略,FOF,广东南传,2021-04-15,-0.25%,+0.31%,-0.79%,-1.14%,+2.82%,0.3421,1.5072,7,私募基金 (4).xlsx,Y,Y,N,Y,南传安盈精选,1.143600,2026-09-04,317,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQK020,瑞鑫天算98号,期货策略,量化期货,北京瑞鑫天算资管,2021-04-15,+2.81%,+8.50%,+6.94%,+18.57%,+62.32%,2.4103,7.4185,7,私募基金.xlsx,Y,Y,N,Y,瑞鑫天算98号,14.123000,2026-09-08,442,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
SQK195,古木重剑无锋期权1号,期权策略,场内期权,上海古木投资,2021-05-20,-0.40%,+0.51%,-0.41%,+0.88%,,,,4,私募基金 (2).xlsx,Y,Y,N,Y,古木重剑无锋期权1号,1.072700,2026-09-04,257,2026-09-04,944,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQK740,均泰嵩山一号,期货策略,量化期货,海南均泰基金,2021-05-27,+0.17%,+0.97%,+5.79%,+8.46%,+17.90%,6.9340,149.6500,7,私募基金.xlsx,Y,Y,N,N,均泰嵩山一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,,N
SQL046,甬远明月2号,期货策略,主观期货,宁波市甬远投资,2022-02-15,+0.35%,+2.15%,+3.26%,+7.24%,+5.65%,0.6785,1.1696,7,私募基金.xlsx,Y,Y,Y,Y,甬远明月2号,1.141000,2026-09-04,242,2026-09-04,0,1040,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,Y
SQL089,凤翔现金奶牛,多资产策略,复合策略,深圳凤翔,2021-07-09,-0.44%,-1.25%,-0.15%,-8.29%,-1.69%,-0.3796,-0.1283,7,私募基金 (3).xlsx,Y,Y,N,Y,凤翔现金奶牛,1.387400,2026-09-04,557,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQL444,羲和管鲍全球宏观进取FOF,组合策略,FOF,北京羲和金泰资管,2021-05-12,-0.35%,+10.39%,-0.28%,-5.12%,-3.75%,-0.4329,-0.2627,7,私募基金 (4).xlsx,Y,Y,N,Y,羲和长盈FOF思享1号,1.237000,2026-09-04,389,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQL575,演绎美好2021,多资产策略,复合策略,海南演绎美好,2021-06-23,-0.06%,+3.37%,+7.33%,-0.79%,-3.67%,-0.2801,-0.1963,7,私募基金 (3).xlsx,Y,Y,N,Y,演绎美好2021,1.397700,2026-09-04,1204,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQL607,智领善进1号,多资产策略,宏观策略,福州智领三联,2021-05-13,-1.79%,-0.42%,-4.93%,+4.31%,+14.88%,0.8753,1.6396,7,私募基金 (3).xlsx,Y,Y,N,Y,智领善进1号,1.428000,2026-09-04,282,2026-09-04,0,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQL764,宣夜投资涓流二号,套利策略,期货套利,上海宣夜投资,2021-05-11,+0.02%,+1.61%,-0.68%,+0.15%,+4.46%,0.4704,1.5498,7,私募基金 (1).xlsx,Y,Y,N,Y,宣夜投资涓流二号,1.146300,2026-09-04,805,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQL942,新方程好买臻选3号私募母基金,组合策略,FOF,上海新方程,2021-05-28,-2.14%,+5.38%,-3.40%,+1.82%,+14.76%,0.5972,0.7139,7,私募基金 (4).xlsx,Y,Y,N,Y,新方程好买臻选3号私募母基金,1.508000,2026-09-04,314,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQM008,七禾科技传奇智丽81号,期货策略,量化期货,杭州七禾新资管,2021-05-24,-0.08%,+0.90%,+2.67%,+6.76%,+23.28%,1.9700,7.0697,7,私募基金.xlsx,Y,Y,Y,Y,七禾科技传奇智丽81号,1.213000,2026-09-11,306,2026-09-10,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-10,ok,Y
SQM200,裕锦量化对冲3号,多资产策略,复合策略,深圳裕锦,2021-05-12,-0.15%,-0.05%,+4.34%,+7.12%,+10.25%,3.3574,16.5324,7,私募基金 (3).xlsx,Y,Y,N,Y,裕锦量化对冲3号,1.089300,2026-09-04,839,2026-09-04,115,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQM322,广聚星合聚星,期货策略,主观期货,共青城广聚星合,2021-05-19,+0.74%,+1.44%,-2.15%,-6.49%,+5.39%,0.2118,0.6081,7,私募基金.xlsx,Y,Y,N,Y,广聚星合聚星,0.961100,2026-09-04,1218,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQM573,华形智赢一号混合,组合策略,FOF,上海中京融德,2021-05-27,+0.48%,+7.75%,+8.70%,+12.86%,+58.23%,2.9767,11.0699,7,私募基金 (4).xlsx,Y,Y,N,Y,华形智赢一号混合,2.267500,2026-09-04,305,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQM915,巴克夏高能6号,多资产策略,复合策略,浙江巴克夏投资,2021-05-20,-4.61%,+3.80%,-10.92%,-17.56%,+8.13%,0.1432,0.3284,7,私募基金 (3).xlsx,Y,Y,N,Y,巴克夏高能6号,1.922700,2026-09-09,1229,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SQN539,星海利位三号,多资产策略,宏观策略,上海利位,2021-05-13,-0.83%,+0.94%,-2.68%,-0.39%,+5.94%,0.5402,1.0640,7,私募基金 (3).xlsx,Y,Y,N,Y,星海利位三号,2.033000,2026-09-04,245,2026-09-04,45,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQN595,艮岳精选5号,组合策略,FOF,杭州艮岳,2021-05-17,+0.21%,+0.27%,-0.87%,+1.67%,+6.34%,2.2103,5.3036,7,私募基金 (4).xlsx,Y,Y,N,Y,艮岳精选5号,1.483200,2026-09-04,766,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQN752,以太静极,期货策略,量化期货,北京以太辉旺,2021-05-27,-1.49%,+0.48%,+0.09%,+0.53%,-13.83%,-1.4282,-0.8416,7,私募基金.xlsx,Y,Y,N,Y,以太静极,0.706200,2026-09-04,291,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQP042,鲲鹏玉衡,期货策略,主观期货,青岛鲲鹏,2021-06-28,-0.53%,+4.09%,-3.64%,-3.16%,-9.67%,-0.8750,-0.7204,7,私募基金.xlsx,Y,Y,N,Y,鲲鹏玉衡,0.985500,2026-09-04,746,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQP390,银瓴汇金2号,多资产策略,复合策略,广西银瓴资产,2021-05-13,-0.73%,+5.17%,-1.75%,-2.33%,+4.32%,0.1450,0.2673,7,私募基金 (3).xlsx,Y,Y,N,Y,银瓴汇金2号,1.965900,2026-09-04,113,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQP613,新方程好买臻选2号私募母基金,组合策略,FOF,上海新方程,2021-05-28,-0.74%,+5.03%,-5.58%,+1.06%,+10.41%,0.5995,0.8062,7,私募基金 (4).xlsx,Y,Y,N,Y,新方程好买臻选2号私募母基金,1.336000,2026-09-04,300,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQQ300,笃熙禀泰多资产轮动策略3号,期货策略,主观期货,上海笃熙禀泰,2021-06-03,-0.67%,-0.67%,+3.06%,,,,,3,私募基金.xlsx,Y,Y,N,Y,笃熙禀泰多资产轮动策略3号私募证券投资基金,1.042000,2026-09-11,1,2026-09-04,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-04,ok,N
SQQ402,富励业浦江1号全天候,期货策略,量化期货,上海富励业,2021-08-31,+2.38%,+2.38%,+2.64%,+1.09%,-0.82%,-0.1774,-0.0644,7,私募基金.xlsx,Y,Y,N,Y,富励业浦江1号全天候,1.203000,2026-09-07,287,2026-09-07,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-07,ok,N
SQQ779,新方程好买臻选1号私募母基金,组合策略,FOF,上海新方程,2021-05-27,-0.31%,+3.07%,-2.52%,+0.24%,+7.59%,0.7314,1.0368,7,私募基金 (4).xlsx,Y,Y,N,Y,新方程好买臻选1号私募母基金,1.276000,2026-09-04,322,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQQ880,均成CTA增强13号,多资产策略,复合策略,广东横琴均成,2021-06-17,+4.33%,+13.08%,-0.97%,-6.67%,+6.84%,0.2447,0.3416,7,私募基金 (3).xlsx,Y,Y,N,Y,均成CTA增强13号,1.895500,2026-09-09,294,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SQR514,富城超凡1号,多资产策略,复合策略,广东富城,2021-06-01,-0.43%,+0.35%,+1.25%,+1.88%,+4.16%,0.8196,2.5524,7,私募基金 (3).xlsx,Y,Y,N,Y,富城超凡1号,1.170100,2026-09-04,872,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQR517,泓湖宏溪宏观策略,多资产策略,宏观策略,上海泓湖,2021-06-17,-4.13%,+15.03%,-8.05%,-4.39%,+7.95%,0.2201,0.2885,7,私募基金 (3).xlsx,Y,Y,N,Y,泓湖宏溪宏观策略,2.285900,2026-09-04,222,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQR861,忤合天狮,多资产策略,复合策略,珠海忤合资管,2021-05-25,-0.68%,+7.93%,-5.47%,-11.52%,+5.52%,0.1667,0.2414,7,私募基金 (3).xlsx,Y,Y,N,Y,忤合天狮,1.606000,2026-09-04,270,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQR927,洛书管理期货拾号1期,期货策略,量化期货,上海洛书投资,2021-06-11,+3.87%,+1.74%,+1.63%,-1.38%,+27.65%,1.5623,3.1875,7,私募基金.xlsx,Y,Y,N,Y,洛书管理期货拾号1期,1.933000,2026-09-04,282,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQR955,高毅新方程臻选FOF第16期,组合策略,FOF,上海高毅资管,2021-06-22,-1.75%,-0.68%,-3.43%,-0.62%,+9.07%,0.4561,0.9825,7,私募基金 (4).xlsx,Y,Y,N,Y,高毅新方程臻选FOF第16期,1.090900,2026-09-04,368,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQR957,高毅新方程臻选FOF第17期,组合策略,FOF,上海高毅资管,2021-06-24,-1.75%,-0.68%,-3.43%,-0.70%,+9.07%,0.4568,0.9834,7,私募基金 (4).xlsx,Y,Y,N,Y,高毅新方程臻选FOF第17期,1.090800,2026-09-04,367,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQR981,泰舜量化致远8号,多资产策略,复合策略,北京泰舜资管,2021-05-31,-1.55%,+11.83%,-12.77%,-13.24%,-2.66%,-0.1528,-0.1046,7,私募基金 (3).xlsx,Y,Y,N,Y,泰舜量化致远8号,6.340000,2026-09-08,766,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
SQS544,君理白羊座一号,期货策略,量化期货,嘉兴君理,2021-07-02,+3.96%,+8.22%,+15.06%,+30.73%,+58.87%,2.0313,6.2254,7,私募基金.xlsx,Y,Y,N,Y,君理白羊座一号,1.696600,2026-09-09,1198,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SQS733,勤远CTA精选,期货策略,量化期货,上海勤远,2021-06-21,+1.49%,+0.94%,-1.75%,-1.60%,-0.39%,-0.2429,-0.0418,7,私募基金.xlsx,Y,Y,N,Y,勤远CTA精选,1.295000,2026-09-09,257,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SQS812,钧富黄金增强1号,期货策略,,杭州钧富投资,2021-06-03,-2.48%,+9.34%,+0.03%,-7.90%,+43.90%,1.4385,2.1331,7,私募基金.xlsx,Y,Y,N,Y,钧富黄金增强1号,1.122600,2026-09-04,308,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQS954,明睿聚宝盆策略2期,期货策略,主观期货,北京明睿,2021-06-25,-0.79%,+0.64%,-0.71%,-1.76%,+15.14%,0.6651,1.9653,7,私募基金.xlsx,Y,Y,N,Y,明睿聚宝盆策略2期,1.341400,2026-09-04,309,2026-09-04,30,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQT524,智信融科CTA七号,期货策略,量化期货,上海智信融科,2021-06-08,-2.66%,-3.71%,-2.03%,-6.10%,0.00%,-0.1518,0.0000,7,私募基金.xlsx,Y,Y,Y,Y,智信融科CTA七号,2.053200,2026-09-04,415,2026-09-04,0,179,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQT719,鲨鱼南海量化,期货策略,量化期货,珠海鲨鱼资管,2021-12-01,-6.21%,+11.33%,-28.55%,-22.18%,-25.57%,-0.3740,-0.5171,7,私募基金.xlsx,Y,Y,N,Y,鲨鱼南海量化,0.408000,2026-09-10,819,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
SQT860,蓝色天际期权对冲1号,期权策略,场内期权,北京蓝色天际投资,2021-06-08,-0.23%,+2.79%,+1.30%,+1.92%,+5.73%,0.9297,2.7414,7,私募基金 (2).xlsx,Y,Y,N,Y,蓝色天际期权对冲1号,1.328000,2026-09-04,298,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQU465,银瓴运通对冲套利宝城6号,套利策略,期货套利,广西银瓴资产,2021-07-15,-0.12%,+5.24%,+1.11%,-3.44%,-8.49%,-0.6767,-0.5226,7,私募基金 (1).xlsx,Y,Y,N,Y,银瓴运通对冲套利宝城6号,1.118000,2026-09-04,289,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQV377,银瓴汇金2号三期,期货策略,主观期货,广西银瓴资产,2021-06-28,-0.88%,+6.51%,-1.12%,+0.43%,+32.56%,1.3169,1.9348,7,私募基金.xlsx,Y,Y,N,Y,银瓴汇金2号三期,1.967200,2026-09-04,292,2026-09-04,470,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQV390,银瓴多德价值投资1号,套利策略,期货套利,广西银瓴资产,2021-07-05,+0.46%,-1.68%,-1.52%,-7.89%,-0.90%,-0.2468,-0.0549,7,私募基金 (1).xlsx,Y,Y,N,Y,银瓴多德价值投资1号,0.978600,2026-09-04,292,2026-09-04,465,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQV537,秋水高通浪行31号,组合策略,FOF,上海秋水高通,2021-06-17,-0.84%,+0.28%,-3.12%,-3.54%,+5.83%,0.4034,1.0635,7,私募基金 (4).xlsx,Y,Y,N,Y,秋水高通浪行31号,1.057000,2026-09-04,347,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQV666,明晟东诚创新成长1号FOF,组合策略,FOF,北京明晟东诚,2023-04-28,-0.01%,-0.99%,-19.31%,-21.45%,-8.61%,-0.2395,-0.3281,7,私募基金 (4).xlsx,Y,Y,N,Y,明晟东诚创新成长1号FOF,1.040600,2026-09-04,187,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQW557,秋水高通长天8号,组合策略,FOF,上海秋水高通,2021-06-18,-0.56%,+1.57%,-2.84%,-6.55%,+4.96%,0.3142,0.6020,7,私募基金 (4).xlsx,Y,Y,N,Y,秋水高通长天8号,1.075900,2026-09-07,411,2026-09-07,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-07,ok,N
SQW742,宣夜投资谦盈二期,期货策略,量化期货,上海宣夜投资,2021-07-19,-5.44%,+10.86%,+20.28%,+29.28%,+32.37%,1.6150,3.0657,7,私募基金.xlsx,Y,Y,N,N,宣夜投资谦盈二期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,,N
SQX682,长尾初心一号,多资产策略,复合策略,广州长尾,2021-07-16,-4.97%,+1.28%,-25.46%,-35.00%,+28.81%,0.4937,0.7895,7,私募基金 (3).xlsx,Y,Y,N,Y,长尾初心一号,7.805000,2026-09-07,309,2026-09-07,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-24 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-07,ok,N
SQY131,楷双昆仑5号,套利策略,基金套利,上海凯双,2021-07-05,-0.41%,+2.82%,+2.47%,-17.86%,-8.27%,-0.4106,-0.3705,7,私募基金 (1).xlsx,Y,Y,N,N,楷双昆仑5号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,,N
SQZ089,钧富国内全天候1号,多资产策略,复合策略,杭州钧富投资,2021-07-14,-0.88%,+4.78%,+0.99%,+0.66%,+28.20%,1.7459,2.9575,7,私募基金 (3).xlsx,Y,Y,N,Y,钧富国内全天候1号,1.107500,2026-09-04,293,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SQZ278,银瓴运通对冲套利进取2号二期,套利策略,期货套利,广西银瓴资产,2021-07-15,+1.12%,+2.88%,+4.54%,+3.96%,+4.09%,0.2731,0.6713,7,私募基金 (1).xlsx,Y,Y,N,Y,银瓴运通对冲套利进取2号二期,1.186700,2026-09-04,289,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SR0423,荣熙优选10号,期货策略,主观期货,上海荣熙,2016-12-26,-2.05%,+8.06%,+1.31%,+3.04%,+56.24%,2.0268,4.9287,7,私募基金.xlsx,Y,Y,Y,Y,荣熙优选10号,1.779400,2026-09-11,1681,2026-09-04,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-04,ok,N
SR2019,财益聚二号,多资产策略,复合策略,青岛财益聚投资,2019-01-23,-0.50%,-0.71%,+0.36%,-1.90%,+3.15%,0.2048,0.7741,7,私募基金 (3).xlsx,Y,Y,N,Y,财益聚二号,1.393000,2026-09-04,438,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SR2759,新视野智能量化2号,套利策略,可转债套利,杭州探融投资,2017-01-09,-0.74%,-1.22%,-1.88%,-4.49%,-1.64%,-0.6637,-0.3348,7,私募基金 (1).xlsx,Y,Y,N,Y,新视野智能量化2号,1.616000,2026-09-04,1362,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SR5267,霁泽艾比之路,多资产策略,复合策略,宁波霁泽投资,2017-02-17,-0.61%,+4.51%,+0.06%,-10.67%,-21.34%,-1.0369,-0.6126,7,私募基金 (3).xlsx,Y,Y,Y,Y,霁泽艾比之路,2.773400,2026-09-04,595,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,Y
SR5603,赤碧永续一号,期货策略,量化期货,上海赤碧投资,2017-01-18,+0.01%,+0.06%,+0.70%,,,,,3,私募基金.xlsx,Y,Y,N,Y,赤碧永续一号,0.709400,2026-09-04,1490,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SR6067,源沣长征3号,多资产策略,复合策略,北京源沣投资,2017-01-24,-0.32%,-0.27%,-1.72%,-1.42%,-6.37%,-1.2412,-0.6573,7,私募基金 (3).xlsx,Y,Y,N,Y,源沣长征3号,2.830800,2026-09-04,541,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SR6548,夸克1877,多资产策略,宏观策略,深圳前海夸克资管,2017-02-06,-2.46%,+0.99%,-1.31%,-5.68%,+17.28%,0.6620,1.6789,7,私募基金 (3).xlsx,Y,Y,N,Y,夸克1877,5.828300,2026-09-04,591,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SR6766,文谛量化多策略一号,多资产策略,复合策略,上海文谛资管,2017-02-07,-1.15%,+0.43%,+4.21%,-2.04%,+0.98%,-0.1245,0.1214,7,私募基金 (3).xlsx,Y,Y,N,Y,文谛量化多策略一号,2.458800,2026-09-04,938,2026-09-04,363,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SR7082,波粒二象趋势1,多资产策略,复合策略,珠海波粒二象资管,2017-03-13,-1.42%,+2.88%,-19.65%,-18.37%,-17.12%,-0.7057,-0.6287,7,私募基金 (3).xlsx,Y,Y,N,Y,波粒二象趋势1,5.958400,2026-09-09,575,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
