备案号,产品名称,管理人,建议一级,建议二级,建议三级,信心,建议依据,现有团队策略,现有平台策略,同系列已分类产品,是否接受,备注
SB9627,宽辅千汇精选1号私募证券投资基金,海南宽辅私募基金管理合伙企业（有限合伙）,股票对冲,股票市场中性,,高,团队数据已有团队策略,股票对冲 / 股票市场中性,股票对冲 / 股票市场中性,宽辅千汇精选1号=股票对冲/股票市场中性,,
SZY498,宽辅远航安心市场中性2号私募证券投资基金,海南宽辅私募基金管理合伙企业（有限合伙）,股票对冲,股票市场中性,,高,团队数据已有团队策略；产品名含中性,股票对冲 / 股票市场中性,股票对冲 / 股票市场中性,"宽辅远航安心市场中性2号=股票对冲/股票市场中性；宽辅远航安心市场中性1号=股票对冲/股票市场中性/500中性,量价,中频",,
SGK163,宽投宽涌私募证券投资基金,上海宽投资产管理有限公司,股票多头,指数增强,"500指增,量价,中频",高,团队数据已有团队策略,"股票多头 / 指数增强 / 500指增,量价,中频","股票多头 / 500指增 / 中频,量价","宽投宽涌=股票多头/指数增强/500指增,量价,中频",,
SW0500,宽投量化三号私募投资基金,上海宽投资产管理有限公司,套利策略,,,高,团队数据已有团队策略,套利策略,套利策略 / 期货套利,宽投量化三号=套利策略,,
STK719,宽投千帆私募证券投资基金,上海宽投资产管理有限公司,股票多头,指数增强,1000指增,高,团队数据已有团队策略,股票多头 / 指数增强 / 1000指增,股票多头 / 1000指增,宽投千帆=股票多头/指数增强/1000指增,,
STY673,坤望量化对冲2号私募证券投资基金,上海坤望私募基金管理有限公司,股票对冲,股票市场中性,,高,团队数据已有团队策略；产品名含对冲,股票对冲 / 股票市场中性,股票对冲 / 股票市场中性,坤望量化对冲2号=股票对冲/股票市场中性；坤望量化对冲5号=股票对冲/股票市场中性,,
SAHK21,坤望量化选股4号私募证券投资基金,上海坤望私募基金管理有限公司,股票多头,,,高,团队数据已有团队策略,股票多头,股票多头 / 量化选股,坤望量化选股4号=股票多头；坤望量化选股1号=股票多头；坤望量化选股5号=股票多头；坤望量化选股3号=股票多头,,
SANN40,坤望量化选股5号私募证券投资基金,上海坤望私募基金管理有限公司,股票多头,,,高,团队数据已有团队策略,股票多头,股票多头 / 量化选股,坤望量化选股5号=股票多头；坤望量化选股1号=股票多头；坤望量化选股4号=股票多头；坤望量化选股3号=股票多头,,
SBAP99,坤望量化优选1号私募证券投资基金,上海坤望私募基金管理有限公司,股票对冲,打板,强势股,高,团队数据已有团队策略,股票对冲 / 打板 / 强势股,股票对冲 / 择时对冲 / 强势股,坤望量化优选1号=股票对冲/打板/强势股；坤望量化优选2号=股票对冲/股票市场中性,,
SAUK17,坤望隆盛专享5号私募证券投资基金,上海坤望私募基金管理有限公司,股票多头,,,高,团队数据已有团队策略,股票多头,股票多头,坤望隆盛专享5号=股票多头；坤望隆盛专享1号=多资产策略,,
SADC60,坤望专享11号私募证券投资基金,上海坤望私募基金管理有限公司,股票对冲,股票市场中性,量价,高,团队数据已有团队策略,股票对冲 / 股票市场中性 / 量价,期货策略 / 量化期货,坤望专享11号=股票对冲/股票市场中性/量价；坤望专享2号=期货策略/量化期货/高频；坤望专享6号=期货策略/量化期货；坤望专享7号=期货策略/量化期货,,
SZE008,坤望专享6号私募证券投资基金,上海坤望私募基金管理有限公司,期货策略,量化期货,,高,团队数据已有团队策略,期货策略 / 量化期货,期货策略 / 量化期货,坤望专享6号=期货策略/量化期货；坤望专享11号=股票对冲/股票市场中性/量价；坤望专享2号=期货策略/量化期货/高频；坤望专享7号=期货策略/量化期货,,
SB2996,琨融盛扬一号私募证券投资基金,天津琨融私募基金管理有限公司,期货策略,主观期货,黑色,高,团队数据已有团队策略,期货策略 / 主观期货 / 黑色,期货策略 / 主观期货,琨融盛扬一号=期货策略/主观期货/黑色,,
SXN204,兰盈量化CTA1号私募证券投资基金,兰盈量投私募基金管理（上海）有限公司,期货策略,量化期货,"混合,机器学习,中高频",高,团队数据已有团队策略；产品名含量化期货/CTA,"期货策略 / 量化期货 / 混合,机器学习,中高频","期货策略 / 量化期货 / 时序,中高频,机器学习","兰盈量化CTA1号=期货策略/量化期货/混合,机器学习,中高频；兰盈量化CTA1号A类=期货策略/量化期货/混合；兰盈量化CTA1号B类=期货策略/量化期货/混合；兰盈量化CTA3号=期货策略/量化期货；兰盈量化CTA4号=期货策略/量化期货",,
SZL226,兰盈奇异1号私募证券投资基金,兰盈量投私募基金管理（上海）有限公司,期权策略,场外期权,,高,团队数据已有团队策略,期权策略 / 场外期权,期权策略 / 场内期权 / 中性波动率交易,兰盈奇异1号=期权策略/场外期权；兰盈奇异3号=期权策略/场内期权；兰盈奇异3号A类=期权策略/场内期权/商品波动率；兰盈奇异1号A类=期权策略/场内期权/商品波动率；兰盈奇异3号B类=期货策略/量化期货/混合；兰盈奇异1号B类=期权策略/场内期权/商品波动率,,
S03922,兰盈奇异3号私募证券投资基金,兰盈量投私募基金管理（上海）有限公司,期权策略,场内期权,,高,团队数据已有团队策略,期权策略 / 场内期权,期权策略 / 场内期权 / 中性波动率交易,兰盈奇异3号=期权策略/场内期权；兰盈奇异3号A类=期权策略/场内期权/商品波动率；兰盈奇异1号A类=期权策略/场内期权/商品波动率；兰盈奇异3号B类=期货策略/量化期货/混合；兰盈奇异1号B类=期权策略/场内期权/商品波动率；兰盈奇异1号=期权策略/场外期权,,
SXX976,兰盈微观1号私募证券投资基金,兰盈量投私募基金管理（上海）有限公司,期权策略,场内期权,商品波动率,高,团队数据已有团队策略,期权策略 / 场内期权 / 商品波动率,期权策略 / 场内期权 / 中性波动率交易,兰盈微观1号=期权策略/场内期权/商品波动率；兰盈微观1号A类=期权策略/场内期权/商品波动率；兰盈微观1号B类=期权策略/场内期权/商品波动率,,
SBDJ65,兰盈中性增强私募证券投资基金,兰盈量投私募基金管理（上海）有限公司,股票对冲,股票市场中性,,高,产品名含中性,,,,,
SXM192,蓝墨长河3号私募证券投资基金,上海蓝墨投资管理有限公司,股票多头,主观多头,,高,团队数据已有团队策略,股票多头 / 主观多头,股票多头 / 主观多头,"蓝墨长河3号=股票多头/主观多头；蓝墨长河1号=股票多头/主观多头/价值均衡,港股；蓝墨长河2号=股票多头/主观多头；蓝墨长河8号=股票多头/主观多头",,
SBPY84,澜胜稳赋套利1号私募证券投资基金,上海澜胜私募基金管理有限公司,套利策略,ETF套利,跨境ETF,高,团队数据已有团队策略；产品名含套利,套利策略 / ETF套利 / 跨境ETF,,澜胜稳赋套利1号=套利策略/ETF套利/跨境ETF,,
SSN411,澜熙趋势先锋私募证券投资基金一号,上海澜熙资产管理有限公司,股票多头,另类多头,"择时择股,持仓集中",高,团队数据已有团队策略,"股票多头 / 另类多头 / 择时择股,持仓集中","股票多头 / 另类多头 / 择时择股,持仓集中","澜熙趋势先锋一号=股票多头/另类多头/择时择股,持仓集中",,
SASX99,澜熙险峰1号私募证券投资基金,上海澜熙资产管理有限公司,股票多头,,,高,团队数据已有团队策略,股票多头,股票多头,澜熙险峰1号=股票多头,,
SBCU82,澜熙星瀚1号私募证券投资基金,上海澜熙资产管理有限公司,股票对冲,打板,盘中板,高,同系列/份额已有团队策略,,,澜熙星瀚1号私募证券投资基金A类=股票对冲/打板/盘中板；澜熙星瀚11号=股票对冲/打板,,
SAVM26,览山锦壹九号私募证券投资基金,览山（宁夏）私募基金管理有限公司,股票多头,,,高,团队数据已有团队策略,股票多头,股票多头,览山锦壹九号=股票多头,,
STR678,朗坤鸿志量化1号私募证券投资基金,福州朗坤私募基金管理有限公司,套利策略,,,高,团队数据已有团队策略,套利策略,套利策略,朗坤鸿志量化1号=套利策略；朗坤鸿志量化3号=套利策略；朗坤鸿志量化2号=套利策略,,
SAEQ05,朗坤鸿志量化3号私募证券投资基金,福州朗坤私募基金管理有限公司,套利策略,,,高,团队数据已有团队策略,套利策略,,朗坤鸿志量化3号=套利策略；朗坤鸿志量化1号=套利策略；朗坤鸿志量化2号=套利策略,,
SNK610,乐瑞宏观多策略1号私募证券投资基金,北京乐瑞资产管理有限公司,多资产策略,宏观策略,交易型,高,团队数据已有团队策略,多资产策略 / 宏观策略 / 交易型,多资产策略 / 宏观策略,乐瑞宏观多策略1号=多资产策略/宏观策略/交易型；乐瑞宏观多策略1号B类=多资产策略/宏观策略/交易型；乐瑞宏观多策略1号C类=多资产策略/宏观策略/交易型,,
SAHC27,乐水谷盈指数增强一号私募证券投资基金,北京乐水私募基金管理有限公司,股票多头,指数增强,500指增,高,团队数据已有团队策略；产品名含指增/指数增强,股票多头 / 指数增强 / 500指增,股票多头 / 500指增,乐水谷盈指数增强一号=股票多头/指数增强/500指增,,
SB1291,乐水天清对冲二号私募证券投资基金,北京乐水私募基金管理有限公司,股票对冲,股票T0,"底仓T0,程序化",高,团队数据已有团队策略；产品名含对冲,"股票对冲 / 股票T0 / 底仓T0,程序化","股票对冲 / 股票T0 / 机器T0,底仓T0","乐水天清对冲二号=股票对冲/股票T0/底仓T0,程序化",,
SB1275,乐水天清对冲一号私募证券投资基金,北京乐水私募基金管理有限公司,股票对冲,股票T0,底仓T0,高,团队数据已有团队策略；产品名含对冲,股票对冲 / 股票T0 / 底仓T0,"股票对冲 / 股票T0 / 机器T0,底仓T0",乐水天清对冲一号=股票对冲/股票T0/底仓T0,,
SABW91,乐水逸舟指数增强一号私募证券投资基金,北京乐水私募基金管理有限公司,股票多头,指数增强,"300指增,量价,高频",高,团队数据已有团队策略；产品名含指增/指数增强,"股票多头 / 指数增强 / 300指增,量价,高频","股票多头 / 300指增 / 高频,量价","乐水逸舟指数增强一号=股票多头/指数增强/300指增,量价,高频",,
SXX844,垒昂金鹿量化对冲3号私募证券投资基金,上海富钜私募基金管理有限公司,股票对冲,股票市场中性,"500中性,量价,中频",高,同系列/份额已有团队策略；产品名含对冲,,,"垒昂金鹿量化对冲3号=股票对冲/股票市场中性/500中性,量价,中频；垒昂金鹿量化对冲3号A类=股票对冲/股票市场中性/中频,量价,500中性；垒昂金鹿量化对冲3号B类=股票对冲/股票市场中性/中频,量价",,
SXV303,垒昂金鹿量化中性1号私募证券投资基金,上海富钜私募基金管理有限公司,股票对冲,股票市场中性,,高,团队数据已有团队策略；产品名含中性,股票对冲 / 股票市场中性,股票对冲 / 股票市场中性,垒昂金鹿量化中性1号=股票对冲/股票市场中性,,
SVZ471,理博2号500私募证券投资基金,杭州理博私募基金管理有限公司,股票多头,指数增强,500指增,高,团队数据已有团队策略,股票多头 / 指数增强 / 500指增,股票多头 / 500指增,理博2号500=股票多头/指数增强/500指增,,
SGR185,理成圣远2号B期私募证券投资基金,上海理成资产管理有限公司,股票多头,主观多头,,高,团队数据已有团队策略,股票多头 / 主观多头,股票多头 / 主观多头,理成圣远2号B期=股票多头/主观多头,,
SCJ476,立心-私募学院菁英353号私募基金,青岛立心私募基金管理有限公司,股票多头,主观多头,交易型,高,团队数据已有团队策略,股票多头 / 主观多头 / 交易型,股票多头 / 主观多头,立心-私募学院菁英353号=股票多头/主观多头/交易型,,
SAUZ55,立心学院菁英聚配1号私募证券投资基金,青岛立心私募基金管理有限公司,股票多头,主观多头,交易型,高,团队数据已有团队策略,股票多头 / 主观多头 / 交易型,股票多头 / 主观多头,立心学院菁英聚配1号=股票多头/主观多头/交易型,,
